text,intent
"Удалить этот диалог.
",delete
"Забрать это обратно.
",delete
"Стереть это.
",delete
"Удалить данное сообщение.
",delete
"Убрать мою последнюю реплику.
",delete
"Не показывать это сообщение.
",delete
"Удалить эту ветку диалога.
",delete
"Стереть все сообщения от меня в этом диалоге.
",delete
"Удалить все сообщения в этом чате.
",delete
"Удалить сообщение, которое я ошибочно отправил.
",delete
"Убрать все сообщения до определенной даты.
",delete
"Удалить выбранное мною сообщение.
",delete
"Исключить этот контакт из списка чатов.
",delete
"Очистить историю сообщений.
",delete
"Удалить это, пожалуйста.
",delete
"Убрать все сообщения от этого отправителя.
",delete
"Стереть это сообщение из диалога.
",delete
"Удалить все сообщения в этой группе.
",delete
"Удалить данную переписку полностью.
",delete
"Удалить все сообщения с определенным ключевым словом.
",delete
"Убрать все свои сообщения из этой беседы.
",delete
"Стереть все сообщения до определенной даты.
",delete
"Удалить переписку с этим пользователем.
",delete
"Удалить все сообщения от всех пользователей в этом диалоге.
",delete
"Очистить историю диалогов.
",delete
"Удалить это сообщение на постоянной основе.
",delete
"Удалить все сообщения за последние 24 часа.
",delete
"Стереть все сообщения от выбранного пользователя.
",delete
"Очистить историю переписки с этой группой.
",delete
"Удалить это сообщение и все для него написанное.
",delete
"Удалить все сообщения, которые я отправил в этом чате.
",delete
"Удалить все сообщения, которые были написаны после определенной даты.
",delete
"Удалить все сообщения, которые были написаны до определенной даты.
",delete
"Удалить все сообщения, которые не содержат слово ""важно"".
",delete
"Удалить это сообщение и извиниться за него.
",delete
"Убрать все сообщения, которые я отправил в прошлом месяце.
",delete
"Удалить все сообщения с пользователем, который покинул группу.
",delete
"Удалить все сообщения в выбранной теме.
",delete
"Стереть все сообщения, которые были написаны в выходные дни.
",delete
"Удалить все сообщения, включающие фотографии.
",delete
"Удалить сообщение и заблокировать отправителя.
",delete
"Очистить диалог и перестать общаться с этим контактом.
",delete
"Удалить все сообщения от всех пользователей, кроме меня.
",delete
"Удалить последнее сообщение.
",delete
"Стереть все сообщения в этом чате.
",delete
"Убрать это сообщение.
",delete
"Очистить всю историю чата.
",delete
"Стереть мое последнее сообщение.
",delete
"Стирание всех сообщений, отправленных после определенного времени.
",delete
"Убрать это изображение.
",delete
"Удалить все свои сообщения в чате.
",delete
"Стереть это видео.
",delete
"Убрать все свои сообщения за последний час.
",delete
"Удалить все сообщения от пользователя.
",delete
"Очистить всю переписку с этим пользователем.
",delete
"Убрать все свои фотографии.
",delete
"Стереть все сообщения со словом ""конфиденциально"".
",delete
"Удалить все мои сообщения за последний день.
",delete
"Очистить все сообщения до определенной даты.
",delete
"Убрать это аудио.
",delete
"Стереть все сообщения со ссылкой на сайт.
",delete
"Удалить все сообщения от этого пользователя за последнюю неделю.
",delete
"Очистить всю переписку с несколькими пользователями.
",delete
"Убрать все свои сообщения со смайликом.
",delete
"Стереть все сообщения, которые содержат определенное слово.
",delete
"Удалить все фотографии в этом чате.
",delete
"Очистить всю переписку за последний месяц.
",delete
"Убрать это голосовое сообщение.
",delete
"Стереть все сообщения с определенным хештегом.
",delete
"Удалить все сообщения с изображением.
",delete
"Очистить всю переписку с пользователями, которые не активны более 3-х месяцев.
",delete
"Убрать все свои сообщения с местоположением.
",delete
"Стереть все сообщения от пользователей, не являющихся вашими контактами.
",delete
"Удалить все сообщения от пользователя, который был забанен.
",delete
"Очистить всю переписку в группе.
",delete
"Убрать все свои сообщения с аудиофайлом.
",delete
"Стереть все сообщения от пользователя, который удален из контактов.
",delete
"Удалить все сообщения с определенной ссылкой.
",delete
"Очистить всю переписку со своими контактами.
",delete
"Убрать все свои сообщения с видеофайлом.
",delete
"Стереть все сообщения, которые были прочитаны.
",delete
"Удалить все сообщения, отправленные до определенной даты.
",delete
"Очистить всю переписку с пользователями, которые заблокировали вас.
",delete
"Убрать все свои сообщения, отправленные в группу.
",delete
"Стереть все сообщения со звуковым сообщением.
",delete
"Удалить все сообщения от пользователей, неактивных более месяца.
",delete
"Очистить всю переписку с пользователями, у которых нет профиля в приложении.
",delete
"Убрать все свои сообщения с файлом.
",delete
"Стереть все сообщения, содержащие нежелательный контент.
",delete
"Удалить все сообщения, в которых были использованы определенные слова.
",delete
"Очистить всю переписку с пользователями, которые удалены из приложения.
",delete
"Пожалуйста, отключите уведомления.
",mute
"Я бы хотел отключить уведомления.
",mute
"Как я могу отключить уведомления?
",mute
"Мне не нужны уведомления, выключите их.
",mute
"Я устал от уведомлений, пожалуйста, отключите их.
",mute
"Можно ли временно отключить уведомления?
",mute
"Надоело получать уведомления, как можно их отключить?
",mute
"Хочу отключить все уведомления, как это сделать?
",mute
"Я хочу отключить звуковые уведомления.
",mute
"Как я могу выключить вибрацию уведомлений?
",mute
"Можно ли отключить только уведомления о сообщениях?
",mute
"Я не хочу больше получать уведомления о пропущенных вызовах.
",mute
"Прекратите отправлять мне уведомления об обновлениях.
",mute
"Что делать, если мне нужно временно отключить уведомления?
",mute
"Как отключить уведомления на ночь?
",mute
"Можно ли отключить уведомления только на один день?
",mute
"Я хочу отключить уведомления на выходные.
",mute
"Как я могу отключить уведомления на конкретный период времени?
",mute
"Я хочу отключить уведомления только для одного контакта.
",mute
"Как я могу отключить уведомления для определенной группы чатов?
",mute
"Не могу найти в настройках, как отключить уведомления.
",mute
"Если я отключу уведомления, буду ли получать сообщения?
",mute
"Можно ли установить расписание для отключения уведомлений?
",mute
"Я бы хотел отключить пуш-уведомления.
",mute
"Я не хочу больше получать уведомления о прочтении сообщений.
",mute
"Как отключить уведомления только для одного устройства?
",mute
"Можно ли отключить уведомления только на рабочем компьютере?
",mute
"Что делать, если я по ошибке отключил все уведомления?
",mute
"Как я могу вернуть уведомления обратно после отключения?
",mute
"Я хочу отключить уведомления на время игры.
",mute
"Можно ли автоматически отключать уведомления при использовании другого приложения?
",mute
"Как настроить уведомления таким образом, чтобы они не мешали работе?
",mute
"Я не хочу больше получать уведомления о рекламе.
",mute
"Не могу понять, как отключить уведомления в приложении.
",mute
"Мне нужно выключить уведомления только на несколько минут.
",mute
"Как я могу отключить звуковые сигналы уведомлений?
",mute
"Можно ли отключить уведомления только для одного чата?
",mute
"Я не хочу больше получать уведомления о новых контактах.
",mute
"Как я могу отключить уведомления об успешном отправлении сообщения?
",mute
"Я не хочу, чтобы мое устройство вибрировало при получении уведомлений.
",mute
"Как я могу отключить уведомления на время просмотра фильма?
",mute
"Мне нужно отключить уведомления на время работы.
",mute
"Отключи уведомления, пожалуйста.
",mute
"Можешь выключить уведомления?
",mute
"Я хочу отключить уведомления.
",mute
"Пожалуйста, перестаньте отправлять уведомления.
",mute
"Хочу отключить уведомления на сегодня.
",mute
"Выключите уведомления для меня.
",mute
"Не могли бы вы не присылать уведомления?
",mute
"Я бы хотел отключить звуковые уведомления.
",mute
"Остановить уведомления на время.
",mute
"Можете ли вы остановить уведомления временно?
",mute
"Хочу отключить уведомления на некоторое время.
",mute
"Не получать уведомления, когда я занят.
",mute
"Отключить уведомления во время работы.
",mute
"Выключить уведомления, когда я вне дома.
",mute
"Я бы хотел отключить уведомления, когда я сплю.
",mute
"Остановить уведомления, когда я на встрече.
",mute
"Хочу временно отключить уведомления.
",mute
"Можете ли вы отключить уведомления на некоторое время?
",mute
"Перестать присылать уведомления на время.
",mute
"Хочу отключить уведомления на несколько часов.
",mute
"Выключить уведомления, когда я смотрю видео.
",mute
"Отключить уведомления, пока я занят.
",mute
"Можете ли вы перестать присылать уведомления в течение нескольких часов?
",mute
"Я бы хотел выключить уведомления на несколько минут.
",mute
"Не могли бы вы отключить уведомления, когда я учусь?
",mute
"Остановить уведомления, когда я занят разговором.
",mute
"Хочу отключить уведомления, когда я играю в игру.
",mute
"Выключить уведомления на время фильма.
",mute
"Перестать отправлять уведомления, когда я занят.
",mute
"Я бы хотел временно отключить уведомления.
",mute
"Отключить уведомления на некоторое время каждый день.
",mute
"Задержать уведомления в течение часа.
",mute
"Хочу отключить уведомления на время чтения книги.
",mute
"Отключить уведомления, когда я в спортзале.
",mute
"Можно ли временно отключить уведомления?
",mute
"Выключить уведомления, когда я просматриваю фотографии.
",mute
"Оставить без уведомлений в течение некоторого времени.
",mute
"Я бы хотел отключить уведомления на сегодняшний день.
",mute
"Не получать уведомления, когда я занят делами.
",mute
"Отключить уведомления на время поездки.
",mute
"Хочу отключить уведомления на время путешествия.
",mute
"Выключить уведомления на время прогулки.
",mute
"Остановить уведомления, когда я занят работой.
",mute
"Я бы хотел отключить звуковые уведомления в течение часа.
",mute
"Отключить уведомления, когда я слушаю музыку.
",mute
"Хочу временно отключить уведомления каждый день в это время.
",mute
"Отключи уведомления.
",mute
"Прекрати оповещать меня.
",mute
"Хочу перестать получать уведомления.
",mute
"Останови уведомления.
",mute
"Убери уведомления.
",mute
"Больше не нужно уведомлять меня.
",mute
"Забудь про уведомления.
",mute
"Я не хочу больше получать уведомления.
",mute
"Перестаньте отправлять уведомления.
",mute
"Выключите уведомления.
",mute
"Я хочу отключить уведомления.
",mute
"Прекратите отправлять уведомления.
",mute
"Хочу, чтобы вы перестали присылать уведомления.
",mute
"Отключите все уведомления.
",mute
"Не нужны уведомления.
",mute
"Эти уведомления мне мешают, остановите их.
",mute
"Я не хочу больше видеть уведомления.
",mute
"Больше не хочу получать уведомления.
",mute
"Уберите эти надоедливые уведомления.
",mute
"Я бы хотел, чтобы уведомления перестали приходить.
",mute
"Пожалуйста, перестаньте присылать уведомления.
",mute
"Я не хочу, чтобы вы меня беспокоили уведомлениями.
",mute
"Отключите оповещения.
",mute
"Я больше не хочу получать никаких уведомлений.
",mute
"Перестаньте мне отправлять уведомления.
",mute
"Уберите все уведомления с моего экрана.
",mute
"Хочу отключить уведомления на время.
",mute
"Забудьте про уведомления навсегда.
",mute
"Остановите эти раздражающие уведомления.
",mute
"Я бы хотел, чтобы вы перестали присылать уведомления каждый раз.
",mute
"Прекратите мне отправлять любые уведомления.
",mute
"Не нужно больше уведомлять меня о чем-либо.
",mute
"Выключите все уведомления для меня.
",mute
"Эти уведомления просто мешают, пожалуйста, остановите их.
",mute
"Я не хочу больше получать никаких уведомлений от вас.
",mute
"Больше не нужно присылать уведомления.
",mute
"Уберите эти надоедливые уведомления как можно скорее.
",mute
"Я бы хотел, чтобы вы не присылали мне больше никаких уведомлений.
",mute
"Перестаньте меня беспокоить уведомлениями.
",mute
"Я не хочу больше получать уведомления на свой телефон.
",mute
"Отключите все уведомления для меня, пожалуйста.
",mute
"Я бы хотел, чтобы вы не присылали мне никаких уведомлений больше.
",mute
"Больше не нужно уведомлять меня о новых сообщениях.
",mute
"Уберите эти уведомления из моего приложения.
",mute
"Я хочу отключить уведомления для этого чата.
",mute
"Перестаньте мне отправлять уведомления в этом чате.
",mute
"Я бы хотел, чтобы эти уведомления исчезли.
",mute
"Не нужно больше уведомлять меня о новых событиях.
",mute
"Хочу, чтобы вы перестали оповещать меня о пропущенных вызовах.
",mute
"Отключи уведомления
",mute
"Не показывай уведомления
",mute
"Забудь про уведомления
",mute
"Меня беспокоят уведомления, выключи их
",mute
"Хочу отключить уведомления
",mute
"Останови уведомления
",mute
"Перестань оповещать меня
",mute
"Скрыть уведомления
",mute
"Прекрати высылать уведомления
",mute
"Больше не отправляй уведомления
",mute
"Никаких уведомлений больше не нужно
",mute
"Желаю отключиться от уведомлений
",mute
"Заткни уведомления
",mute
"Выключи звук уведомлений
",mute
"Убери уведомления со стартового экрана
",mute
"Сделай так, чтобы меня не беспокоили уведомления
",mute
"Пожалуйста, перестаньте оповещать меня
",mute
"Прекратите показывать уведомления
",mute
"Останови уведомления на время
",mute
"Уведомления мне не нужны, отключи их
",mute
"Отключение уведомлений - вот что мне нужно
",mute
"Хочу, чтобы уведомления были тихими
",mute
"Отключайте уведомления сразу же
",mute
"Показывайте мне меньше уведомлений
",mute
"Желаю отключить уведомления на некоторое время
",mute
"Не тревожьте меня уведомлениями
",mute
"Больше не нужно получать уведомления
",mute
"Надоело получать уведомления, отключите их
",mute
"Скрыть уведомления на телефоне
",mute
"Уберите уведомления с экрана блокировки
",mute
"Чтобы я мог работать в тишине, отключите уведомления
",mute
"Отключить уведомления на час
",mute
"Мне нужна пауза от уведомлений, отключите их
",mute
"Нет больше уведомлений, пожалуйста
",mute
"Выключить звук уведомлений на все время
",mute
"Не беспокойте меня уведомлениями, пожалуйста
",mute
"Прекратите меня оповещать, отключите уведомления
",mute
"Пожалуйста, перестаньте показывать уведомления
",mute
"Остановите уведомления на сегодня
",mute
"Убрать уведомления с телефона
",mute
"Отключить звук уведомлений на ночь
",mute
"Не хочу больше видеть уведомления
",mute
"Отключите уведомления на выходные
",mute
"Желаю отключить звук уведомлений
",mute
"Не беспокойте меня уведомлениями, пожалуйста
",mute
"Перестаньте оповещать меня, отключите уведомления
",mute
"Сделай так, чтобы я не получал уведомлений
",mute
"Отключите звук уведомлений вечером
",mute
"Мне нужно отключить уведомления, чтобы работать
",mute
"Пожалуйста, отключите уведомления из-за работы
",mute
"Я хочу отключить уведомления на уикенды
",mute
"Убрать уведомления с главного экрана
",mute
"Отключить уведомления на неделю
",mute
"Чтобы я мог работать, отключите уведомления
",mute
"Отключи уведомления.
",mute
"Прекрати оповещения.
",mute
"Перестань показывать уведомления.
",mute
"Заверши уведомления.
",mute
"Останови сообщения.
",mute
"Выключи звуковые сигналы.
",mute
"Скрыть уведомления.
",mute
"Убери уведомления.
",mute
"Не держи меня в курсе.
",mute
"Больше не уведомляй меня.
",mute
"Отключи звук.
",mute
"Закройся на уведомления.
",mute
"Забудь об уведомлениях.
",mute
"Игнорируй уведомления.
",mute
"Включи режим без звука.
",mute
"Исключи меня из списка уведомлений.
",mute
"Не беспокой меня уведомлениями.
",mute
"Не отвлекай меня.
",mute
"Приостанови уведомления.
",mute
"Отдохни от уведомлений.
",mute
"Ничего не показывай.
",mute
"Перейди в тихий режим.
",mute
"Не тревожь меня.
",mute
"Оставь меня в покое.
",mute
"Сделай так, чтобы я не получал уведомлений.
",mute
"Совсем не уведомляй меня.
",mute
"Запрети уведомления.
",mute
"Отключи все звуки и вибрацию.
",mute
"Не дай мне знать о новых сообщениях.
",mute
"Сделай так, чтобы я не видел уведомлений.
",mute
"Перестань выводить уведомления на экран.
",mute
"Удали уведомления.
",mute
"Добавь возможность отключить уведомления.
",mute
"Временно приостанови уведомления.
",mute
"Оповещения отключить.
",mute
"Прекрати показывать сообщения.
",mute
"Останови уведомления на некоторое время.
",mute
"Не тревожь меня уведомлениями, когда я занят.
",mute
"Отключи все оповещения.
",mute
"Отключи звук оповещений.
",mute
"Отключи вибрацию и звук.
",mute
"Оставь только тихий режим.
",mute
"Игнорируй уведомления на какое-то время.
",mute
"Сделай так, чтобы уведомления не мешали работе.
",mute
"Отключи звук на время.
",mute
"Отключи уведомления для этого чата.
",mute
"Продолжай работать без уведомлений.
",mute
"Останови оповещения до моего следующего действия.
",mute
"Временно отключи звуковые сигналы.
",mute
"Отключи уведомления только на данный момент.
",mute
"Отключай оповещения в течение нескольких минут.
",mute
"Не отвлекай меня оповещениями, пока я занят.
",mute
"Сделай так, чтобы уведомления приходили только после определенного времени.
",mute
"Приостанови уведомления на 5 минут.
",mute
"Отключи уведомления для этой группы.
",mute
"Не давай оповещениям мешать сосредоточиться на работе.
",mute
"Отключи уведомления для всех чатов.
",mute
"Временно выключи уведомления.
",mute
"Отключи все уведомления кроме звонков.
",mute
"Начинаю работу, не отвлекай меня оповещениями.
",mute
"Оповещения на время отключить #250
",mute
"""Выключите уведомления.""
",mute
"""Отключить все уведомления.""
",mute
"""Перестаньте мне отправлять уведомления.""
",mute
"""Я хочу отключить уведомления о новых сообщениях.""
",mute
"""Нет больше уведомлений, пожалуйста.""
",mute
"""Необходимо прекратить отправку уведомлений.""
",mute
"""Мне не нужны уведомления.""
",mute
"""Хочу отключить звуковые уведомления.""
",mute
"""Больше не присылайте уведомления на мой телефон.""
",mute
"""Просьба выключить уведомления об изменении статуса.""
",mute
"""Хочу, чтобы приложение молчало.""
",mute
"""Уберите всплывающие уведомления.""
",mute
"""Не хочу больше получать сообщения с уведомлениями.""
",mute
"""Обеспокоен количеством уведомлений, пожалуйста, отключите их.""
",mute
"""Давайте оставаться тихими и не беспокоить меня уведомлениями.""
",mute
"""Меня раздражают уведомления, как их отключить?""
",mute
"""Отключите все уведомления, кроме звонков.""
",mute
"""Пожалуйста, не присылайте мне уведомления.""
",mute
"""Мне не нужны уведомления о новых сообщениях.""
",mute
"""Нет больше звуковых уведомлений, пожалуйста.""
",mute
"""Не хочу больше получать уведомления, как их отключить?""
",mute
"""Хочу выключить все уведомления на своем телефоне.""
",mute
"""Отключите уведомления о покупках и продажах.""
",mute
"""Больше не хочу видеть уведомления на экране.""
",mute
"""Как мне отключить уведомления на моем устройстве?""
",mute
"""Пожалуйста, отключите уведомления о рекламе.""
",mute
"""Нужно перестать мне отправлять уведомления вообще.""
",mute
"""Я бы хотел отключить звуковые уведомления на моем телефоне.""
",mute
"""Прекратите отправлять мне уведомления о скидках.""
",mute
"""Меня раздражают звуковые уведомления, как их отключить?""
",mute
"""Хочу приложение без уведомлений.""
",mute
"""Давайте уберем все уведомления, они мешают работе.""
",mute
"""Отключите уведомления о новых контактах.""
",mute
"""Не хочу больше получать уведомления на почту.""
",mute
"""Нет больше уведомлений, пожалуйста.""
",mute
"""Хочу выключить звуковые сигналы на моем телефоне.""
",mute
"""Отключите уведомления о новых сообщениях в группах.""
",mute
"""Не желаю больше получать уведомления по ночам.""
",mute
"""Мне не нужны уведомления о прочтении сообщений.""
",mute
"""Прекратите отправлять уведомления об обновлениях приложения.""
",mute
"""Не хочу больше видеть уведомления на своем экране.""
",mute
"""Отключите уведомления о новых фотографиях.""
",mute
"""Хочу отключить уведомления о пропущенных звонках.""
",mute
"Пожалуйста, выключите уведомления.
",mute
"Можно отключить уведомления?
",mute
"Остановите отправку уведомлений.
",mute
"Хотел бы отключить уведомления.
",mute
"Можно ли перестать получать уведомления?
",mute
"Будет лучше, если не буду получать уведомления.
",mute
"Как я могу отключить уведомления?
",mute
"Я бы хотел отключить все уведомления.
",mute
"Можете ли вы остановить уведомления?
",mute
"Не нужно присылать мне больше уведомлений.
",mute
"Отключите уведомления, пожалуйста.
",mute
"Я не хочу получать уведомления.
",mute
"Как отключить оповещения?
",mute
"Прекратите отправлять мне уведомления.
",mute
"Я бы предпочел не получать уведомления.
",mute
"Не стоит посылать мне уведомления.
",mute
"Как я могу отменить получение уведомлений?
",mute
"Хотел бы отказаться от уведомлений.
",mute
"Можете ли вы отключить уведомления на время?
",mute
"Как отключить все уведомления?
",mute
"Пожалуйста, отключите уведомления на некоторое время.
",mute
"Я не хочу получать больше уведомлений.
",mute
"Можно ли отменить получение уведомлений на сегодняшний день?
",mute
"Хотел бы временно выключить уведомления.
",mute
"Как я могу прекратить получение уведомлений?
",mute
"Не нужно больше отправлять мне уведомления.
",mute
"Отключите все уведомления в приложении.
",mute
"Пожалуйста, не присылайте мне больше уведомлений.
",mute
"Я не хочу получать уведомления вообще.
",mute
"Можно ли отключить уведомления на определенное время?
",mute
"Хотел бы отключить звуковые уведомления.
",mute
"Как отключить уведомления на конкретный день?
",mute
"Просьба отключить уведомления на будущий период времени.
",mute
"Я бы предпочел не получать уведомления по ночам.
",mute
"Не нужно отправлять мне уведомления в выходные дни.
",mute
"Как отключить уведомления на выходной день?
",mute
"Прошу отключить уведомления на рабочее время.
",mute
"Я не хочу получать уведомления во время работы.
",mute
"Можно ли отключить уведомления на определенный интервал времени?
",mute
"Хотел бы отключить уведомления почасово.
",mute
"Как я могу отключить уведомления днем?
",mute
"Пожалуйста, не присылайте мне больше уведомлений на этой неделе.
",mute
"Я не хочу получать уведомления в ближайшей перспективе.
",mute
"Можно ли отменить получение уведомлений на завтра?
",mute
"Как отключить уведомления на выходные?
",mute
"Прошу отключить уведомления на праздники.
",mute
"Я бы предпочел не получать уведомления по выходным.
",mute
"Не нужно присылать мне уведомления в праздничные дни.
",mute
"Хочу выключить уведомления.
",mute
"Мне не нужны уведомления в данный момент.
",mute
"Отключи уведомления, пожалуйста.
",mute
"Не хочу больше получать уведомления.
",mute
"Убери звук и вибрацию уведомлений.
",mute
"Надоело получать уведомления всё время.
",mute
"Как мне отключить уведомления?
",mute
"Я бы хотел, чтобы телефон не беспокоил меня уведомлениями.
",mute
"Навсегда отключить уведомления.
",mute
"Сколько времени мне нужно ждать, чтобы уведомления перестали приходить?
",mute
"Тихий режим, пожалуйста.
",mute
"Остановить все уведомления сразу.
",mute
"Как выключить звук на уведомлениях?
",mute
"Хочу отключить уведомления только для этого чата.
",mute
"Больше не хочу получать уведомления от этого контакта.
",mute
"Выключите уведомления о новых сообщениях.
",mute
"Как я могу остановить уведомления на ночь?
",mute
"Отключить уведомления на определенный период времени.
",mute
"Не нужно уведомлять меня о каждом сообщении.
",mute
"Отключить уведомления на несколько дней.
",mute
"Я бы хотел, чтобы уведомления приходили только в определенное время.
",mute
"Как отключить уведомления на Android?
",mute
"У меня слишком много уведомлений, как их отключить?
",mute
"Как отключить звук на уведомлениях в iOS?
",mute
"Отключить уведомления на iPhone.
",mute
"Не хочу прерывать свой поток работы уведомлениями.
",mute
"Остановить уведомления на время занятий спортом.
",mute
"Пожалуйста, отключите уведомления до конца текущего дня.
",mute
"Хочу отключить уведомления, но продолжить получать сообщения.
",mute
"Как отключить всплывающие уведомления?
",mute
"Если возможно, отключите уведомления на несколько часов.
",mute
"Не хочу больше видеть значки уведомлений на экране.
",mute
"Временно приостановить уведомления.
",mute
"Отключить звук на уведомлениях в WhatsApp.
",mute
"Мне нужны уведомления только о важных сообщениях.
",mute
"Хочу оставить уведомления для групп, но выключить для личных сообщений.
",mute
"Отключить уведомления в течение рабочего дня.
",mute
"Пожалуйста, отключите уведомления на время моего совещания.
",mute
"Как отключить уведомления на ночь в WhatsApp?
",mute
"Остановить уведомления во время фильма.
",mute
"Не хочу больше получать уведомления от этого приложения.
",mute
"Хочу оставить звук на уведомлениях о звонках, но выключить для сообщений.
",mute
"Не нужно уведомлять меня о каждом событии в календаре.
",mute
"Отключить уведомления из социальных сетей.
",mute
"Как отключить уведомления на время работы?
",mute
"Не хочу пропустить важный звонок из-за уведомлений.
",mute
"Пожалуйста, выключите всю звуковую и визуальную активность при поступлении новых сообщений.
",mute
"Я бы хотел отключить все уведомления из вашего приложения на неопределенное время.
",mute
"Остановите оповещения о новых сообщениях, я смогу проверять их самостоятельно.
",mute
"Можете ли вы перестать присылать уведомления о новых сообщениях на мое устройство?
",mute
"Хотел бы я временно остановить получение уведомлений о новых сообщениях.
",mute
"Отключите пожалуйста звуковые и визуальные сигналы, которые проигрываются при поступлении новых сообщений.
",mute
"Как можно отключить все уведомления, которые приходят после отправки сообщений?
",mute
"Нужно полностью отключить все уведомления поступающие через ваше приложение.
",mute
"Я бы хотел приостановить получение уведомлений о новых сообщениях до тех пор, пока сам не попрошу возобновить.
",mute
"Желаю отключить все звуковые и визуальные уведомления, пока не смогу проверить свой мессенджер.
",mute
"Я бы хотел временно отключить все уведомления из вашего приложения, но сохранить возможность принимать сообщения.
",mute
"Прошу отключить все звуковые оповещения о новых сообщениях, оставив только вибрацию.
",mute
"Как я могу выключить уведомления о новых сообщениях на короткое время?
",mute
"Необходимо отключить все виды уведомлений, чтобы не прерывать работу.
",mute
"Отключите все уведомления о новых сообщениях, пожалуйста.
",mute
"Как можно отключить все уведомления о новых сообщениях, чтобы не мешали в работе?
",mute
"Хотелось бы отключить все уведомления, которые проигрываются при поступлении новых сообщений.
",mute
"Желательно получать уведомления только о важных сообщениях, а прочие отключить.
",mute
"Как можно перестать получать уведомления обо всех сообщениях?
",mute
"Существует ли возможность временно отключить уведомления о новых сообщениях?
",mute
